SURVEY_INFO,esdate,towncode,ward,respid,BACKGROUND,gender,age,hhsize,educ,religion,leavemonr2w,leavemonr2wwhere,returnmonr2w,returnmonr2wwhere,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,ehotline,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,notreatmentj26,under5,childsick,childsickcare,childsicknocareebola,childsickcarewhereelse,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,egroupa,egroupct,emtgs,emtgswho,corganizedae,csafeburial,bucket,handsanitizer,shakehands,secretburials,hidecases,breakcurfew,havefun,ECONOMIC_FOOD_IMPACTS,nocashjuly,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation,losejob,workless,famlosejob,famworkless,nofoodjuly,nofoodworry7d,skipmeals,limitmealsize,borrowfood,badfood,childmeals,childmealsnormal,bedhungry2w,CONCLUSION,willshare,angry,distractions
,"12/7/2014 13:15:07",2003,"Z100-New KruTown",2003114,,"2-Female",25,7,"3-Some junior high","1-Christian","","","","",,"97-Dont know","1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;8-Stomach pain",7,"1-Yes","Y","Y","N","N",,"2-Several times",4,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","0-No","0-No","0-No","0-No","1-Yes",3,6,,"2-Several times",400,"1-LD",1000,"1-LD","88-Other","Y","Y","N","N","2-Several times","Y",3,4,4,4,1,2,3,,"Y","Y","2-Child present;88-Other"
,"12/7/2014 13:34:15",2003,"Z100-New KruTown",2003135,,"2-Female",36,8,"2-Completed ABC","1-Christian","","","","",,"97-Dont know","1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes;18-Cough",4,"0-No","Y","Y","Y","N",,"0-Never",0,"","","","","Y","Y","","4-At home doctor or nurse",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",2000,"1-LD",4000,"1-LD","3-Sales and services","N","Y","N","Y","0-Never","Y",4,3,0,4,2,3,3,,"Y","N","0-None"
,"12/7/2014 10:27:51",2003,"Z100-New KruTown",2003151,,"2-Female",47,9,"3-Some junior high","1-Christian","1-Yes","7-Grand Kru","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;6-Sore throat;7-Weakness;8-Stomach pain",21,"0-No","N","Y","Y","N",,"1-Just once or twice",5,"Y","N","","4-At home doctor or nurse","N","","","",,"1-Yes","0-No",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",5000,"1-LD",300,"1-LD","3-Sales and services","Y","Y","Y","Y","2-Several times","Y",3,2,2,4,1,2,1,,"Y","N","0-None"
,"12/7/2014 12:12:39",2003,"Z100-New KruTown",2003134,,"1-Male",32,5,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","2-Fever",21,"1-Yes","N","Y","Y","N",,"0-Never",2,"Y","N","","6-Family or self","N","","","",,"1-Yes","0-No",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",90,"2-USD","5-Unskilled manual","Y","Y","Y","Y","3-Many times","N",4,4,0,3,1,2,2,,"Y","N","0-None"
,"12/6/2014 15:58:49",2003,"Z100-New KruTown",2003131,,"1-Male",64,5,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;6-Sore throat;10-Red eyes;12-Bleeding",2,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","Y","Y","","1-Clinic",,"1-Yes","1-Yes",3,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",2000,"1-LD",3500,"1-LD","4-Skilled manual","N","Y","N","Y","0-Never","N",0,0,0,1,2,2,1,,"Y","N","0-None"
,"1/8/2015 14:20:36",2003,"Z100-New KruTown",2003137,,"2-Female",29,5,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;10-Red eyes;18-Cough",21,"1-Yes","N","Y","N","N",,"3-Many times",2,"Y","N","Y","","Y","N","Y","",,"1-Yes","0-No",3,"1-Community leaders;3-Community members","97-Do not know","1-Agree","0-No","0-No","0-No","0-No","0-No",0,3,,"3-Many times",10,"2-USD",30,"2-USD","2-Clerical","Y","Y","Y","Y","3-Many times","Y",2,4,6,3,1,2,2,,"Y","N","2-Child present;3-Spouse present;4-Friend present"
,"12/6/2014 16:06:07",2003,"Z100-New KruTown",2003191,,"1-Male",21,9,"3-Some junior high","1-Christian","","","","",,"2-Eating fruit bitten by bats;4-Man woman business;5-Touching dead bodies","1-Vomiting;10-Red eyes",2,"1-Yes","Y","N","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",7,7,,"2-Several times",250,"1-LD",400,"1-LD","3-Sales and services","Y","N","N","Y","0-Never","N",0,0,0,0,2,2,0,,"Y","N","0-None"
,"12/7/2014 11:15:49",2003,"Z100-New KruTown",2003112,,"2-Female",34,9,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes",21,"1-Yes","N","Y","N","N",,"2-Several times",2,"Y","Y","","","Y","N","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",5,7,,"2-Several times",500,"1-LD",2000,"1-LD","88-Other","Y","Y","Y","Y","2-Several times","Y",4,3,2,3,1,3,3,,"Y","Y","2-Child present;88-Other"
,"12/7/2014 12:14:18",2003,"Z100-New KruTown",2003113,,"2-Female",41,5,"3-Some junior high","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other","1-Vomiting;2-Fever;3-Diarrhea",2,"0-No","Y","Y","Y","N",,"2-Several times",1,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","1-Yes",2,"1-Community leaders;4-NGOs","1-Agree","1-Agree","0-No","0-No","1-Yes","0-No","1-Yes",2,2,,"3-Many times",500,"1-LD",3000,"1-LD","88-Other","Y","Y","Y","Y","2-Several times","Y",0,7,4,7,1,3,2,,"Y","Y","2-Child present;88-Other"
,"12/7/2014 10:20:48",2003,"Z100-New KruTown",2003212,,"1-Male",60,8,"4-Completed junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes",7,"1-Yes","N","Y","Y","N",,"0-Never",3,"N","","","","N","","","",,"1-Yes","0-No",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",200,"1-LD",400,"1-LD","3-Sales and services","Y","N","N","N","1-Just once or twice","Y",3,1,0,4,1,2,4,,"Y","N","2-Child present;88-Other"
,"12/7/2014 11:05:14",2003,"Z100-New KruTown",2003133,,"2-Female",41,5,"6-Completed high school","1-Christian","","","","",,"97-Dont know","97-Does not know",2,"1-Yes","N","Y","N","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",500,"1-LD","6-Domestic services","Y","Y","Y","Y","2-Several times","Y",2,2,1,3,2,3,2,,"Y","N","0-None"
,"12/7/2014 12:49:08",2003,"Z100-New KruTown",2003153,,"1-Male",48,8,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;9-Rash",21,"1-Yes","N","Y","Y","N",,"0-Never",1,"Y","N","","88-Other","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders","0-Disagree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,1,,"0-Never",100,"1-LD",0,"1-LD","1-Professional","N","Y","N","N","2-Several times","Y",2,2,1,2,2,2,0,,"Y","N","0-None"
,"12/7/2014 10:17:29",2003,"Z100-New KruTown",2003111,,"1-Male",80,20,"8-Completed university","1-Christian","","","","",,"4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea",21,"0-No","Y","N","Y","N",,"2-Several times",6,"Y","Y","","","Y","N","","",,"1-Yes","1-Yes",3,"1-Community leaders;4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",500,"1-LD",2000,"1-LD","3-Sales and services","Y","Y","N","N","0-Never","Y",0,1,0,1,1,3,0,,"N","N","2-Child present;4-Friend present;88-Other"
,"12/6/2014 15:59:23",2003,"Z100-New KruTown",2003161,,"1-Male",59,6,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain",21,"0-No","N","Y","Y","N",,"1-Just once or twice",0,"","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",500,"1-LD",5000,"1-LD","4-Skilled manual","N","Y","N","N","1-Just once or twice","Y",0,1,0,0,99,99,99,,"Y","N","0-None"
,"12/7/2014 12:54:43",2003,"Z100-New KruTown",2003194,,"1-Male",21,20,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;4-Headache;5-Joint and muscle pain",21,"1-Yes","N","Y","N","N",,"0-Never",6,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","1-Yes",0,0,,"0-Never",0,"88-N/A",200,"1-LD","2-Clerical","N","Y","N","Y","0-Never","Y",0,0,0,0,2,3,0,,"Y","N","0-None"
,"12/7/2014 11:13:33",2003,"Z100-New KruTown",2003193,,"1-Male",59,4,"4-Completed junior high","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash",1,"1-Yes","Y","Y","N","N",,"0-Never",3,"N","Y","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders;4-NGOs","0-Disagree","0-Disagree","1-Yes","1-Yes","0-No","0-No","1-Yes",0,0,,"2-Several times",100,"1-LD",200,"1-LD","4-Skilled manual","Y","Y","N","Y","2-Several times","Y",3,3,6,7,2,2,4,,"Y","N","2-Child present;3-Spouse present;4-Friend present"
,"12/7/2014 11:35:16",2003,"Z100-New KruTown",2003152,,"1-Male",58,10,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;4-Headache;5-Joint and muscle pain;7-Weakness;8-Stomach pain;9-Rash;11-Hiccups",6,"0-No","N","Y","Y","N",,"0-Never",4,"N","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",10,"2-USD",9000,"1-LD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",3,3,2,2,2,1,0,,"Y","N","0-None"
,"12/7/2014 10:15:44",2003,"Z100-New KruTown",2003192,,"2-Female",34,5,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;5-Joint and muscle pain;6-Sore throat",7,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",9000,"1-LD","2-Clerical","N","Y","N","Y","0-Never","Y",0,0,0,0,2,3,0,,"Y","N","0-None"
,"12/6/2014 14:45:26",2004,"Z100-New KruTown",2004126,,"1-Male",45,17,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;6-Contact with infected surfac;88-Other","1-Vomiting;3-Diarrhea;10-Red eyes;88-Other",21,"0-No","N","Y","N","N",,"3-Many times",5,"N","","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,4,,"3-Many times",0,"88-N/A",8000,"1-LD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",4,7,0,4,1,3,4,,"Y","N","0-None"
,"12/6/2014 15:33:58",2004,"Z100-New KruTown",2004127,,"2-Female",26,4,"5-Some high school","1-Christian","","","","",,"4-Man woman business;5-Touching dead bodies;88-Other","4-Headache;7-Weakness;10-Red eyes;88-Other",21,"0-No","N","Y","Y","N",,"1-Just once or twice",1,"Y","Y","","","Y","Y","","1-Clinic",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",0,"88-N/A",15,"2-USD","5-Unskilled manual","Y","N","Y","Y","0-Never","Y",1,3,0,3,2,3,0,,"Y","N","2-Child present"
,"12/6/2014 12:52:33",2004,"Z100-New KruTown",2004124,,"2-Female",35,8,"5-Some high school","1-Christian","0-No","","1-Yes","15-Sinoe",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;88-Other",21,"0-No","N","Y","N","Y",,"3-Many times",1,"Y","N","","6-Family or self","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",0,"88-N/A",0,"88-N/A","6-Domestic services","N","N","N","N","3-Many times","N",2,0,0,0,2,2,0,,"Y","N","0-None"
,"12/6/2014 14:10:31",2004,"Z100-New KruTown",2004174,,"1-Male",60,7,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"1-Yes","N","N","N","N",,"",,"","","","","","","","",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",2000,"1-LD",20,"2-USD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",4,4,0,5,3,3,0,,"Y","Y","0-None"
,"12/6/2014 12:04:20",2004,"Z100-New KruTown",2004423,,"2-Female",73,13,"0-None","1-Christian","","","","",,"1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac;88-Other","3-Diarrhea;7-Weakness;12-Bleeding;13-Fatigue",2,"0-No","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","97-Do not know","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",0,"88-N/A",0,"88-N/A","4-Skilled manual","N","N","N","N","0-Never","Y",7,7,2,3,2,2,3,,"Y","N","0-None"
,"12/6/2014 11:46:38",2004,"Z100-New KruTown",2004472,,"1-Male",50,6,"7-Some university","3-Other","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders;4-NGOs","0-Disagree","0-Disagree","1-Yes","1-Yes","0-No","0-No","0-No",5,3,,"2-Several times",1400,"1-LD",5000,"1-LD","1-Professional","N","Y","N","Y","0-Never","N",0,0,0,4,2,3,0,,"Y","Y","0-None"
,"12/6/2014 10:47:07",2004,"Z100-New KruTown",2004471,,"2-Female",48,8,"0-None","2-Muslim","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",5,"N","","","","N","","","",,"0-No","0-No",0,"88-Other","0-Disagree","0-Disagree","1-Yes","1-Yes","0-No","0-No","0-No",5,0,,"",,"",,"","","","","","","","",,,,,,,,,"Y","Y","2-Child present"
,"12/6/2014 11:04:49",2004,"Z100-New KruTown",2004422,,"2-Female",29,14,"7-Some university","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","4-Headache;7-Weakness;9-Rash;12-Bleeding;13-Fatigue;17-Chest pain;88-Other",21,"0-No","N","Y","N","N",,"0-Never",1,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","97-Do not know","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",20,"2-USD",0,"88-N/A","5-Unskilled manual","N","N","N","N","3-Many times","N",3,7,3,7,2,2,0,,"Y","N","0-None"
,"12/6/2014 10:39:27",2004,"Z100-New KruTown",2004146,,"2-Female",21,10,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes",21,"0-No","Y","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","0-No",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",0,"1-LD",100,"1-LD","0-None","N","N","N","N","0-Never","Y",0,0,0,0,1,1,0,,"Y","N","0-None"
,"12/6/2014 11:48:58",2004,"Z100-New KruTown",2004147,,"1-Male",52,7,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain",21,"1-Yes","N","Y","N","N",,"3-Many times",1,"Y","N","","2-Hospital","N","","","",,"1-Yes","0-No",1,"1-Community leaders","0-Disagree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",2,2,,"3-Many times",1000,"1-LD",3000,"1-LD","1-Professional","Y","Y","Y","Y","2-Several times","Y",0,3,0,3,1,3,0,,"Y","N","0-None"
,"12/6/2014 16:04:47",2004,"Z100-New KruTown",2004188,,"2-Female",42,5,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;10-Red eyes",21,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"0-No","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"1-Just once or twice",1000,"1-LD",1000,"1-LD","4-Skilled manual","Y","N","Y","N","0-Never","Y",1,1,0,2,1,2,99,,"Y","N","0-None"
,"12/6/2014 13:09:39",2004,"Z100-New KruTown",2004173,,"2-Female",45,13,"0-None","1-Christian","","","","",,"97-Dont know","97-Does not know",21,"0-No","N","Y","N","N",,"0-Never",7,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","97-Do not know","1-Yes","0-No","0-No","97-Do not know","97-Do not know",0,0,,"3-Many times",2100,"1-LD",14000,"1-LD","0-None","Y","Y","Y","Y","4-Always","Y",6,3,0,4,1,2,2,,"Y","N","0-None"
,"12/6/2014 11:00:11",2004,"Z100-New KruTown",2004485,,"2-Female",50,10,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;6-Sore throat;7-Weakness",14,"0-No","Y","Y","Y","N",,"0-Never",2,"Y","Y","","","Y","N","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",500,"1-LD",500,"1-LD","3-Sales and services","N","N","N","Y","0-Never","N",2,3,0,0,2,3,99,,"Y","Y","2-Child present"
,"12/6/2014 12:26:03",2004,"Z100-New KruTown",2004486,,"2-Female",20,25,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;88-Other","1-Vomiting;3-Diarrhea;7-Weakness",3,"0-No","N","Y","N","N",,"3-Many times",3,"N","","","","Y","Y","","2-Hospital",,"1-Yes","1-Yes",1,"1-Community leaders","0-Disagree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",4000,"1-LD",4000,"1-LD","88-Other","N","N","N","N","1-Just once or twice","N",0,0,0,0,1,2,99,,"Y","Y","2-Child present"
,"12/6/2014 9:54:06",2004,"Z100-New KruTown",2004184,,"2-Female",23,21,"5-Some high school","1-Christian","","","","",,"4-Man woman business","97-Does not know",21,"1-Yes","Y","Y","Y","N",,"0-Never",4,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","0-Disagree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",5000,"1-LD",5000,"1-LD","0-None","Y","N","Y","N","0-Never","N",0,5,0,0,2,3,99,,"Y","N","0-None"
,"12/6/2014 13:12:01",2004,"Z100-New KruTown",2004148,,"2-Female",18,3,"3-Some junior high","2-Muslim","","","","",,"97-Dont know","1-Vomiting;3-Diarrhea",2,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"1-Community leaders","97-Do not know","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",400,"1-LD",500,"1-LD","0-None","N","N","N","N","0-Never","N",3,3,0,2,2,2,0,,"Y","N","2-Child present"
,"12/6/2014 14:42:06",2004,"Z100-New KruTown",2004201,,"1-Male",38,4,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;10-Red eyes",5,"0-No","N","Y","Y","N",,"0-Never",4,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","0-Disagree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"4-Always",1000,"1-LD",1400,"1-LD","1-Professional","Y","Y","N","N","1-Just once or twice","Y",2,0,0,2,2,3,0,,"Y","N","0-None"
,"12/6/2014 14:45:51",2004,"Z100-New KruTown",2004149,,"2-Female",27,10,"7-Some university","2-Muslim","0-No","","0-No","",,"5-Touching dead bodies","6-Sore throat;9-Rash;10-Red eyes",5,"1-Yes","N","Y","Y","Y",,"0-Never",4,"N","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",200,"2-USD",50000,"1-LD","1-Professional","Y","Y","Y","Y","2-Several times","Y",2,7,2,7,1,5,3,,"Y","N","0-None"
,"12/6/2014 14:44:41",2004,"Z100-New KruTown",2004487,,"1-Male",76,2,"3-Some junior high","2-Muslim","","","","",,"6-Contact with infected surfac","1-Vomiting;12-Bleeding",4,"0-No","Y","Y","N","N",,"0-Never",0,"","","","","Y","Y","","2-Hospital",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"4-Always",700,"1-LD",700,"1-LD","0-None","N","N","N","N","2-Several times","Y",0,1,2,0,1,2,99,,"Y","Y","4-Friend present"
,"12/6/2014 13:45:07",2004,"Z100-New KruTown",2004125,,"1-Male",38,18,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;7-Mother breastfeeding her chi;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;88-Other",21,"1-Yes","N","Y","Y","N",,"1-Just once or twice",5,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",3500,"1-LD","1-Professional","Y","N","Y","Y","3-Many times","Y",0,6,2,4,1,3,1,,"Y","N","0-None"
,"12/6/2014 10:17:05",2004,"Z100-New KruTown",2004121,,"1-Male",56,3,"88-Other","2-Muslim","","","","",,"97-Dont know","97-Does not know",97,"0-No","N","N","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",0,"88-N/A",0,"88-N/A","4-Skilled manual","N","Y","N","N","3-Many times","Y",7,7,0,7,7,2,3,,"Y","N","0-None"
,"12/6/2014 15:07:58",2004,"Z100-New KruTown",2004175,,"2-Female",23,11,"3-Some junior high","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes",21,"0-No","Y","N","Y","N",,"1-Just once or twice",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",3,0,,"3-Many times",500,"1-LD",1500,"1-LD","0-None","Y","Y","Y","Y","3-Many times","Y",3,5,0,3,1,1,0,,"Y","N","0-None"
,"12/6/2014 14:39:35",2004,"Z100-New KruTown",2004101,,"2-Female",50,12,"6-Completed high school","1-Christian","1-Yes","1-Bomi","1-Yes","3-Gbarpolu",,"5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;7-Weakness;10-Red eyes",14,"1-Yes","N","Y","Y","N",,"0-Never",4,"N","","","","N","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",1500,"1-LD",3000,"1-LD","3-Sales and services","N","Y","Y","Y","0-Never","Y",0,2,0,0,2,2,0,,"N","N","0-None"
